,Gift_detail,Item_category,Recipient_name,Affiliation,Date,Assessed_value,Retention_cost,Retained,Remarks
171,One  piece  of cloth,Clothes,"Major  General  Nadeem  Taj,  Military Secretary to Chief Executive",Military,2002-08-10,1000.0,0.0,Yes,Yes
172,One Saree,Clothes,Mrs. Nadeem Taj,Military,2002-08-10,1000.0,0.0,Yes,Yes
173,One Shirt,Clothes,"Lt.  Col.  Mirza  Kamran  Zia,  Deputy Military Secretary to Chief Executive",Military,2002-08-10,350.0,0.0,Yes,Yes
174,One Shirt,Clothes,"Col.  Muhammad  Ilyas,  Chief Security  Officer  to  the  Chief Executive",Military,2002-08-10,350.0,0.0,Yes,Yes
175,One shirt,Clothes,"Brig.  Tasawar  Hussain,  Personal physician to CE",Military,2002-08-10,350.0,0.0,Yes,Yes
176,One shirt,Clothes,"Mr. Mohsin Hafeez, JS (D) Sect.",Military,2002-08-10,350.0,0.0,Yes,Yes
177,One  model  of Omayyad Mosque,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-08-17,4500.0,0.0,Yes,Yes
178,Two  Box  Printed Chinese Silk,Clothes,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-08-20,300.0,0.0,Yes,Yes
179,Wrist  Watch (Concord),Watch,"Mr.  Imtiaz  A.  Kazi,  Director  (Gulf Region), Foreign Affairs",Bureaucracy,2002-08-20,75000.0,9750.0,Yes,Yes
180,One  Engraved Bowl,Decoration Pieces,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-08-21,2700.0,0.0,Yes,Yes
181,a.  One  Gent’s Wrist  Watch Roberge b.  Ladies  wrist watch Roberge c.  Fountain  Pen Roberge d.  One  Gents Ring  with Cufflinks e.  Ladies  ring with ear studs f. One Tasbih g.  One  Brief Case,Watch,"Mr.  Abdul  Sattar,  Former  Foreign Minister",Gen. Musharraf,2002-08-26,216850.0,31028.0,Yes,Yes
182,One shirt,Clothes,"Col  Salik  Nawaz  (Retd),  Deputy Chief  Protocol  Ministry  of  Foreign Affairs",Military,2002-08-28,0.0,0.0,Yes,Yes
183,Cufflinks  Set insignia,Jewellery/Accessories,"Dr.  Atta-ur-Rehman,  Minister  for Science & Technology",Gen. Musharraf,2002-08-28,0.0,0.0,Yes,Yes
184,Four  Marble decoration pieces,Decoration Pieces,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-08-29,1500.0,0.0,Yes,Yes
185,Wrist  Watch (Concord),Watch,"Mr.  Noorullah  Khan,  Director General (ME), Foreign Affairs",Gen. Musharraf,2002-08-29,75000.0,9750.0,Yes,Yes
186,Wrist  Watch (Concord),Watch,"Major  General  Nadeem  Taj,  Military Secretary to Chief Executive",Military,2002-08-30,75000.0,9750.0,Yes,Yes
187,One Wrist Watch (Audmars Piguet)  with  pair of  ear  studs  & one ring in white gold & Diamond,Watch,Mrs. (Major General Nadeem Taj),Military,2002-08-30,101500.0,0.0,Yes,Yes
188,Wrist  Watch (Concord),Watch,"Lt. Col. Ejaz Shahid, APS (C)",Military,2002-08-30,75000.0,9750.0,Yes,Yes
189,Wrist  Watch (Concord),Watch,"Major  (Dr)  Abdul  Basit,  Medical Officer, Army House.",Military,2002-08-30,75000.0,9750.0,Yes,Yes
190,Wrist  Watch (Concord),Watch,"Mr.  Saifullah,  UDC  (BS-07), President Sectt.",Bureaucracy,2002-08-31,75000.0,0.0,Yes,Yes
191,One  table  clock with  replica  of Horse,Decoration Pieces,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-08-31,100860.0,15129.0,Yes,Yes
192,"One  jewelry  set consisting of one necklace,  one bracelet, one ear ring & one ring",Jewellery/Accessories,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-08-31,304400.0,0.0,Yes,Yes
193,a. One shield,Decoration Pieces,"General  Pervez  Musharraf,",Military,2002-08-31,0.0,747.0,Amount,Amount
194,One Carpet,Carpet,"Mr.  Altaf  M.  Saleem,  Minister  for Privatization Commission ",Gen. Musharraf,2002-09-02,10000.0,0.0,Yes,Yes
195,One carpet,Carpet,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-09-04,10000.0,0.0,Yes,Yes
196,One  kettle alongwith  two small cups  and saucer,Crockery,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-09-04,1800.0,0.0,Yes,Yes
197,One  dinner  set (180 pcs),Crockery,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,16000.0,900.0,Yes,Yes
198,One  dinner  set (46 pcs),Crockery,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,7000.0,0.0,Yes,Yes
199,One  dinner  set (45 pcs),Crockery,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,7000.0,0.0,Yes,Yes
200,One  tea  set  (17 pcs),Crockery,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,4000.0,0.0,Yes,Yes
201,One  tea  set  (09 pcs),Crockery,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,2500.0,0.0,Yes,Yes
202,One necklace,Jewellery/Accessories,"Begum  General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,15000.0,750.0,Yes,Yes
203,One  great  seal of US,Decoration Pieces,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,0.0,0.0,Yes,Yes
204,One  replica  of Horse,Decoration Pieces,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-09-04,15000.0,750.0,Yes,Yes
205,One  decoration piece  alongwith stand,Decoration Pieces,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-09-06,1200.0,0.0,Yes,Yes
206,One  Wrist  watch (Tiffany & Co),Watch,"Maj Sher Ali Baz, Security Officer",Military,2002-09-14,25000.0,2250.0,Yes,Yes
207,Wrist  Watch (Concord),Watch,"Hav. Hakim Badshah, Gunman",Police,2002-09-14,30000.0,3000.0,Yes,Yes
208,Wrist  Watch (Concord),Watch,"NK  Tariq  Mahmood,  Gunman  (BS- 09)",Military,2002-09-14,30000.0,0.0,Yes,Yes
209,Wrist  Watch (Concord),Watch,"L/NK  Daud-ur-Rehman,  Gunman (BS-07)",Military,2002-09-14,30000.0,0.0,Yes,Yes
210,Wrist  Watch (Concord),Watch,"Sep. Arshad Alam, Gunman (BS-05)",Military,2002-09-14,30000.0,0.0,Yes,Yes
211,Wrist  Watch (Concord),Watch,"Mr.  Zahoor  Ahmed,  Gunman,  (BS- 05)",Police,2002-09-14,30000.0,0.0,Yes,Yes
212,Wrist  Watch (Concord),Watch,"Mr.  Muhammad  Kamil,  Controller Engineering (PTV)",Media,2002-09-17,30000.0,3000.0,Yes,Yes
213,One Wrist Watch (Concord),Watch,"Mr.  S.  Iqtidar  Hussain Kausar,  Chief Cameraman, PTV",Media,2002-09-21,30000.0,3000.0,Yes,Yes
214,Wrist  Watch (Concord),Watch,"Mr. Muhammad Tariq, Photographer, PID",Media,2002-09-26,30000.0,3000.0,Yes,Yes
215,a.  One  tray (Tiffany) b.  One  crystal Insignia,Decoration Pieces,"General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,2000.0,0.0,Yes,Yes
216,One  Seal  of  the State of Illinois,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,1500.0,0.0,Yes,Yes
217,One wooden box,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,1000.0,0.0,Yes,Yes
218,One model,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,0.0,0.0,Yes,Yes
219,One bowl,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,1800.0,0.0,Yes,Yes
220,One  battery powered light,Tech,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,3500.0,0.0,Yes,Yes
221,One silk scarf,Clothes,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,60.0,0.0,Yes,Yes
224,One  Pen  with stand,Pen,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,600.0,0.0,Yes,Yes
225,One  crystal  Seal of  the  state  of Illinois,Decoration Pieces,"Begum  General  Parvez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-01,0.0,0.0,Yes,Yes
227,One Mirror,Decoration Pieces,"Mr.  Altaf  M.  Saleem,  Minister  for Privatization Commission ",Gen. Musharraf,2002-10-05,1500.0,0.0,Yes,Yes
228,Olive  oil  (two tin)  (one  kg each),Food,"Mr.  Altaf  M.  Saleem,  Minister  for Privatization Commission ",Gen. Musharraf,2002-10-16,300.0,0.0,Yes,Yes
229,One  Tea  Sets (21 Pieces),Crockery,"Mr.  Abdul  Razak  Dawood,  Minister for  Commerce,  Industries  and Production",Gen. Musharraf,2002-10-19,3500.0,0.0,Yes,Yes
230,One  Tea  Set  (21 Pieces) (each),Crockery,"Mr.  Abdul  Razak  Dawood,  Minister for  Commerce,  Industries  and Production",Gen. Musharraf,2002-10-19,3500.0,0.0,Yes,Yes
231,One  wrist  watch (Longines),Watch,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-10-22,20000.0,1500.0,Yes,Yes
232,One  single Bracelet (Bangle)  (Gold,Jewellery/Accessories,Mrs.  Shaukat  Aziz  wife  of  Finance Minister,Gen. Musharraf,2002-10-22,26000.0,0.0,Yes,Yes
233,One Ladies Shirt,Clothes,Mrs.  Shaukat  Aziz  wife  of  Finance Minister,Gen. Musharraf,2002-10-22,400.0,0.0,Yes,Yes
234,Wrist  Watch (Concord),Watch,"Mr. Anwar Saeed, Controller, (News) CNO, PBC, Islamabad",Media,2002-10-29,30000.0,0.0,Yes,Yes
235,One  Printed Table Cloth,Decoration Pieces,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-10-30,400.0,0.0,Yes,Yes
236,One Wrist Watch Bvlgari  (BB  33 SGL/L172880),Watch,"Mr.  Riaz  Khokhar,  Secretary, Ministry of Foreign Affairs",Gen. Musharraf,2002-11-01,0.0,4500.0,Yes,Yes
237,One Wrist Watch Bvlgari  (BB  33 SL  Auto – L 8290),Watch,"Mr.  Sher  Afgan  Khan,  Additional Secretary  (ME&A),  Ministry  of Foreign Affairs",Gen. Musharraf,2002-11-01,0.0,3300.0,Yes,Yes
238,Wrist  watch JAEGER-LE COULTRF      5 ATM),Watch,"Dr.  Muhammad  Tariq  Hassan, Advisor to Finance Minister",Gen. Musharraf,2002-11-04,44550.0,5183.0,Yes,Yes
239,Metallic Horse,Decoration Pieces,Minister  for  Information  &  Media Development,Gen. Musharraf,2002-11-05,3000.0,0.0,Yes,Yes
240,One Steel Box,Decoration Pieces,"Mr.  Shaukat  Aziz,  Minister  for Finance",Gen. Musharraf,2002-11-25,2500.0,0.0,Yes,Yes
241,One flower Vase,Decoration Pieces,"Secretary, Economic Affairs Division",Bureaucracy,2002-12-03,400.0,0.0,Yes,Yes
242,One (white) gold set (three piece),Jewellery/Accessories,Mr.  Shaukat  Aziz  Advisor  to  PM  on Finance & Economic Affairs,Gen. Musharraf,2002-12-10,178760.0,25314.0,Yes,Yes
243,a.  One  Wrist watch (Piaget),Watch,Mr.  Shaukat  Aziz  Advisor  to  PM  on Finance & Economic Affairs,Gen. Musharraf,2002-12-10,68000.0,14460.0,Yes,Yes
245,One  jewellery box,Jewellery/Accessories,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-02,2000.0,0.0,Yes,Yes
246,a.  One  silver bowl with lid b.  One  set  of books,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-29,3500.0,0.0,Yes,Yes
247,a.  One  Marble Table writing set b.  Two  piece  of cloth c. One clay plate d.  One  stone necklace e.  Two  painting books f.  One  packet having  ladies velvet coat,Decoration Pieces,"General  Pervez  Musharraf, President/  Chief  Executive  of Pakistan",Military,2002-10-29,7500.0,0.0,Yes,Yes
248,a.  One  piece  of cloth b.  One  Stone Necklace c.  One  ladies velvet coat d.  One  packet containing book,Jewellery/Accessories,"Major  General  Nadeem  Taj,  Military Secretary to Chief Executive",Military,2002-10-29,3800.0,0.0,Yes,Yes
249,Pen set,Pen,"Mr.  Shaukat  Aziz,  Advisor  to  the Prime  Minister  on  Finance  and",Gen. Musharraf,2002-12-12,1500.0,0.0,Auctioned,Auctioned for
251,Flower vase,Decoration Pieces,"Mr.  Shaukat  Aziz,  Advisor  to  the Prime  Minister  on  Finance  and Economic Affairs",Gen. Musharraf,2002-12-27,1000.0,0.0,Yes,Yes
252,One handmade Irani  Carpet and a pack of Pistachio,Carpet,"General  Parvez Musharraf, President of Pakistan",Military,2002-12-30,30000.0,3000.0,Yes,Yes
253,a. One carpet b. One  pen  set Cross,Carpet,"Mir  Zafarullah  Khan  Jamali,  Prime Minister of Pakistan",Gen. Musharraf,2002-12-31,11000.0,150.0,Yes,Yes
254,Ice  cream  Bowl Set,Crockery,"Mr.  Waqar  Masood Khan,  Secretary, Economic Affairs",Gen. Musharraf,2003-01-02,500.0,0.0,Auctioned,"Auctioned for Rs.1,111/-"
255,One  decoration piece of horse,Decoration Pieces,"Mr.  Shaukat  Aziz, Advisor to the Prime Minister  on  Finance and  Economic Affairs",Gen. Musharraf,2003-01-07,1000.0,0.0,Auctioned,"Auctioned for Rs.1,615/-"
256,One carpet,Carpet,"Mir  Zafarullah  Khan Jamali,  Prime Minister of Pakistan",Gen. Musharraf,2003-01-09,30000.0,3000.0,Yes,Yes
257,One  decoration plate,Decoration Pieces,"Brig.  Imran  Malik, Military  Secretary  to the Prime Minister",Military,2003-01-09,350.0,0.0,Yes,Yes
258,One wall clock,Decoration Pieces,"Cdr. Ejaz Shah, OSD Admin,  PM Secretariat",Military,2003-01-09,400.0,0.0,Yes,Yes
259,One wall clock,Decoration Pieces,"Sqdn  Ldr  Waqar Ahmed,  ADC  to  the Prime Minister",Military,2003-01-09,400.0,0.0,Yes,Yes
260,Decoration piece,Decoration Pieces,"Mr.  Aurangzeb Khan,  Comptroller Household,  Prime Minister, Secretariat",Military,2003-01-09,4500.0,0.0,Yes,Yes
261,One  decoration plate,Decoration Pieces,"Capt.  Shah  Nawaz Jamali,  ADC  to  the Prime Minister",Military,2003-01-09,350.0,0.0,Yes,Yes
263,One Flower vase,Decoration Pieces,"Malik  Nisar  Ahmed, Suptt Prime Minister Secretariat",Bureaucracy,2003-01-09,3500.0,0.0,Yes,Yes
264,One flower vase,Decoration Pieces,"Mr.  Mushtaq Ahmed,  Assistant Prime  Minister Secretariat",Bureaucracy,2003-01-09,3500.0,0.0,Yes,Yes
268,Flower vase,Decoration Pieces,"Mr.  Zafar  Iqbal, UDC,  Prime  Minister Secretariat",Bureaucracy,2003-01-09,3500.0,0.0,Yes,Yes
269,Flower vase,Decoration Pieces,"Mr.  M.  Adnan  Jamil, LDC  Prime  Minister Secretariat",Bureaucracy,2003-01-09,3500.0,0.0,Yes,Yes
273,"One  wrist  watch, Bulgari  (No.RT  45 S L-9366)",Watch,"Brig  Imran  Malik, Military  Secretary  to the Prime Minister",Military,2003-01-15,72000.0,9300.0,Yes,Yes
274,"One  wrist  watch, Bulgari  (No.BB  33 SS L-9366)",Watch,"Brig  (R)  Mansoor Hamid,  Special Assistant  to  the Prime Minister",Military,2003-01-15,62000.0,7800.0,Yes,Yes
275,"One  wrist  watch, Bulgari",Watch,"Mr.  Shaukat  Aziz, Advisor to the Prime Minister  on  Finance and  Economic Affairs",Gen. Musharraf,2003-01-16,62000.0,7800.0,Yes,Yes
276,One carpet,Carpet,"Mr.  Aftab  Ahmed Khan  Sherpao, Minister  for  Water  & Power",Gen. Musharraf,2003-01-20,4500.0,0.0,Yes,Yes
277,One  tea  set  20 pieces,Crockery,"Mr.  Aftab  Ahmed Khan  Sherpao, Minister  for  Water  & Power",Gen. Musharraf,2003-01-20,2200.0,0.0,Auctioned,"Auctioned for Rs.1,500/-"
278,One  wrist  watch Tissot (1853),Watch,Foreign Minister,Gen. Musharraf,2003-01-20,5200.0,0.0,Auctioned,"Auctioned for Rs.4,000/-"
279,a. One wrist watch b. One medal c. One calendar,Watch,"Mr.  Awais  Ahmed Khan  Leghari, Minister  for  IT  & Telecommunications",Gen. Musharraf,2003-01-21,0.0,0.0,Auctioned,"Auctioned a. for Rs.1,001/- b. for Rs.1,180/-"
280,One  decoration piece of Horse,Decoration Pieces,"Ch.  Amir  Hussain, Speaker  National Assembly",Gen. Musharraf,2003-01-21,1000.0,0.0,Auctioned,"Auctioned for Rs.3,500/-"
281,One  decoration frame,Decoration Pieces,"Ch.  Amir  Hussain, Speaker  National Assembly",Gen. Musharraf,2003-01-21,4500.0,0.0,Displayed at Prime Ministers House,Displayed at Prime Ministers House
282,"Wrist  watch, Chopard",Watch,Mr.  Khushnood  Ali Khan,Media,2003-01-31,85000.0,11250.0,Yes,Yes
284,One  wrist  watch Rolex,Watch,Mr. Nawaz Raza,Media,2003-01-31,115000.0,15750.0,Yes,Yes
285,One  Wrist  watch RADO,Watch,Mr. Nawaz Raza,Media,2003-01-31,18000.0,1275.0,Yes,Yes
286,One  wrist  watch Chopard,Watch,Mr. Saleem Bokhari,Media,2003-01-31,80000.0,10500.0,Yes,Yes
287,One  wrist  watch RADO,Watch,Mr. Saleem Bokhari,Media,2003-01-31,18000.0,1200.0,Yes,Yes
288,One  wrist  watch Chopard,Watch,Mr.  Aamir  Ilyas Rana,Media,2003-01-31,85000.0,0.0,Yes,Yes
289,One  wrist  watch RADO,Watch,Mr.  Aamir  Ilyas Rana,Media,2003-01-31,18500.0,0.0,Yes,Yes
290,One  wrist  watch Chopard,Watch,Mr. Tariq Mahmood,Media,2003-01-31,80000.0,0.0,Yes,Yes
291,One  wrist  watch RADO,Watch,Mr. Tariq Mahmood,Media,2003-01-31,18500.0,0.0,Yes,Yes
292,One  wrist  watch Rolex,Watch,Mr. Shakoor Tahir,Media,2003-01-31,335000.0,0.0,Yes,Yes
294,One  wrist  watch Chopard,Watch,Mr. Abdul Hamid,Media,2003-01-31,85000.0,11250.0,Yes,Yes
295,One  wrist  watch RADO,Watch,Mr. Abdul Hamid,Media,2003-01-31,18000.0,1200.0,Yes,Yes
296,One  wrist  watch Chopard,Watch,Mr. Qamarullah Ch.,Media,2003-01-31,80000.0,10500.0,Yes,Yes
297,One  wrist  watch RADO,Watch,Mr. Qamarullah Ch.,Media,2003-01-31,18500.0,1275.0,Yes,Yes
298,One  wrist  watch Chopard,Watch,Mr. Tariq Saleem,Media,2003-01-31,80000.0,10500.0,Yes,Yes
299,One  wrist  watch RADO,Watch,Mr. Tariq Saleem,Media,2003-01-31,18000.0,1200.0,Yes,Yes
300,One  wrist  watch Chopard,Watch,Mr.  Muhammad Younis Khan,Media,2003-01-31,85000.0,11250.0,Yes,Yes
301,One  wrist  watch RADO,Watch,Mr.  Muhammad Younis,Media,2003-01-31,18500.0,1275.0,Yes,Yes
302,One  wrist  watch Chopard,Watch,"Syed  Javid  Hasnain Kazmi,  cameraman PTV news",Media,2003-01-31,85000.0,11250.0,Yes,Yes
303,One  wrist  watch RADO,Watch,"Syed  Javid  Hussain Kazmi,  cameraman PTV news",Media,2003-01-31,18500.0,1275.0,Yes,Yes
304,One  wrist  watch Chopard,Watch,Mr. Mohsin Ali,Media,2003-01-31,0.0,11250.0,Yes,Yes
305,One  wrist  watch RADO,Watch,Mr. Mohsin Ali,Media,2003-01-31,0.0,1350.0,Yes,Yes
306,a. One laptop Acer b. Jewelry Set c. Wrist  watch Danniel Roth,Watch,"Mr.  Abdus  Sattar Laleka,  Labour Minister",Gen. Musharraf,2003-02-01,214500.0,30675.0,Yes,Yes
308,Wrist  watch Concord,Watch,"Mr.  Abdus  Sattar Laleka,  Labour Minister",Gen. Musharraf,2003-02-01,55000.0,6750.0,Yes,Yes
309,Flower vase,Decoration Pieces,"Mr.  Abdus  Sattar Laleka,  Labour Minister",Gen. Musharraf,2003-02-01,4000.0,0.0,Yes,Yes
311,Wrist watch Rolex,Watch,"Syed  Afzal  Hussain Shah,  protocol Officer, Foreign Affairs",Gen. Musharraf,2003-02-01,270000.0,39000.0,Yes,Yes
313,One  wrist  watch Chaumet,Watch,"Syed  Afzal  Hussain Shah,  Protocol Officer,  Foreign Affairs",Gen. Musharraf,2003-02-01,45000.0,5250.0,Yes,Yes
314,Wrist watch Rolex,Watch,"Col.  Salik  Nawaz, Deputy  Chief  of Protocol,  Foreign Affairs",Military,2003-02-01,335000.0,48750.0,Yes,Yes
316,One  wrist  watch Chaumet,Watch,"Col.  Salik  Nawaz, Deputy  Chief  of Protocol,  Foreign Affairs",Military,2003-02-01,0.0,5250.0,Yes,Yes
317,One  gift  pack containing  four cups  with  saucers and tea pot,Crockery,"General  Parvez Musharraf, President of Pakistan",Military,2003-02-03,3000.0,0.0,Yes,Yes
318,"One  wrist  watch, Bulgari (BB 33 SS AUTO J 286595)",Watch,"Mr.  Riaz  H. Khokhar,  Foreign Secretary",Bureaucracy,2003-02-03,62000.0,7800.0,Yes,Yes
319,Wrist watch Rolex,Watch,"Sheikh  Rashid Ahmed,  Minister  for Information  and Media Development",Gen. Musharraf,2003-02-03,0.0,54750.0,Yes,Yes
321,One  wrist  watch Concord,Watch,"Sheikh  Rashid Ahmed,  Minister  for Information  and Media Development",Gen. Musharraf,2003-02-03,55000.0,6750.0,Yes,Yes
324,"One  pen,  Mont Blank",Pen,"Mr.  Shaukat  Aziz, Finance Minister",Gen. Musharraf,2003-02-06,27000.0,2550.0,Yes,Yes
326,Wrist watch Rolex,Watch,"Brig.  Imran  Malik, Military  Secretary  to the Prime Minister",Military,2003-02-07,335000.0,48750.0,Yes,Yes
328,One  wrist  watch Chaumet,Watch,"Brig.  Imran  Malik, Military  Secretary  to the Prime Minister",Military,2003-02-07,45000.0,5250.0,Yes,Yes
329,Wrist watch Rolex,Watch,"Sqn.  Ldr.  Waqar Ahmed,  ADC  to  the Prime Minister",Military,2003-02-07,250000.0,36000.0,Yes,Yes
331,One  wrist  watch Chaumet,Watch,"Sqn.  Ldr.  Waqar Ahmed,  ADC  to  the Prime Minister",Military,2003-02-07,45000.0,5250.0,Yes,Yes
332,Wrist watch Rolex,Watch,"Lt.  Cdr.  Ahmed Farooq  Butt,  ADC  to the Prime Minister",Military,2003-02-07,250000.0,36000.0,Yes,Yes
334,One  wrist  watch Chaumet,Watch,"Lt.  Cdr.  Ahmed Farooq  Butt,  ADC  to the Prime Minister",Military,2003-02-07,45000.0,5250.0,Yes,Yes
335,Wrist  watch Rochas,Watch,"Mr.  Sher  Afgan Khan,  Additional Secretary,  Foreign Affairs",Bureaucracy,2003-02-08,25000.0,2250.0,Yes,Yes
337,One  wrist  watch Chaumet,Watch,"Mr.  Sher  Afgan Khan,  Additional Secretary,  Foreign Affairs",Bureaucracy,2003-02-08,45000.0,5250.0,Yes,Yes
338,Wrist watch Rolex,Watch,"Dr.  H.  M.  Zafar Awan,  Personal Consultant  to  the Prime Minister",Gen. Musharraf,2003-02-13,335000.0,48750.0,Yes,Yes
340,One  wrist  watch Chaumet,Watch,"Dr.  H.  M.  Zafar Awan,  Personal Consultant  to  the Prime Minister",Gen. Musharraf,2003-02-13,45000.0,5250.0,Yes,Yes
341,Wrist watch Rolex,Watch,"Malik  Asif  Hayat, Additional Secretary,  Prime Minister Secretariat",Bureaucracy,2003-02-14,335000.0,48750.0,Yes,Yes
343,One  wrist  watch Chaumet,Watch,"Malik  Asif  Hayat, Additional Secretary,  Prime Minister Secretariat",Bureaucracy,2003-02-14,45000.0,5250.0,Yes,Yes
